Public_health_unit,Antigen,Age,Year,Coverage
Peterborough Public Health,Mumps,14,2023-2024,93.6
Peterborough Public Health,Mumps,15,2023-2024,94.9
Peterborough Public Health,Mumps,16,2023-2024,94.1
Peterborough Public Health,Pertussis,5,2023-2024,52
Peterborough Public Health,Pertussis,6,2023-2024,58.6
Peterborough Public Health,Pertussis,8,2023-2024,71.6
Peterborough Public Health,Pertussis,9,2023-2024,88
Peterborough Public Health,Pertussis,10,2023-2024,80.7
Peterborough Public Health,Pertussis,11,2023-2024,82.6
Peterborough Public Health,Pertussis,12,2023-2024,92.9
Peterborough Public Health,Pertussis,13,2023-2024,93.7
Peterborough Public Health,Pertussis,14,2023-2024,70.8
Peterborough Public Health,Pertussis,15,2023-2024,80.5
Peterborough Public Health,Pertussis,16,2023-2024,57.8
Peterborough Public Health,Pneumo,5,2023-2024,75
Peterborough Public Health,Pneumo,6,2023-2024,72.9
Peterborough Public Health,Pneumo,8,2023-2024,76.9
Peterborough Public Health,Pneumo,9,2023-2024,82.2
Peterborough Public Health,Pneumo,10,2023-2024,80.7
Peterborough Public Health,Pneumo,11,2023-2024,79.1
Peterborough Public Health,Pneumo,12,2023-2024,76.9
Peterborough Public Health,Polio,5,2023-2024,52.1
Peterborough Public Health,Polio,6,2023-2024,58.8
Peterborough Public Health,Polio,8,2023-2024,71.9
Peterborough Public Health,Polio,9,2023-2024,88.5
Peterborough Public Health,Polio,10,2023-2024,81.1
Peterborough Public Health,Polio,11,2023-2024,83
Peterborough Public Health,Polio,12,2023-2024,93.5
Peterborough Public Health,Polio,13,2023-2024,94.1
Peterborough Public Health,Polio,14,2023-2024,93.6
Peterborough Public Health,Polio,15,2023-2024,94.1
Peterborough Public Health,Polio,16,2023-2024,92.9
Peterborough Public Health,Rota,5,2023-2024,69.3
Peterborough Public Health,Rota,6,2023-2024,69.5
Peterborough Public Health,Rubella,5,2023-2024,83.6
Peterborough Public Health,Rubella,6,2023-2024,82.6
Peterborough Public Health,Rubella,8,2023-2024,89.2
Peterborough Public Health,Rubella,9,2023-2024,95.8
Peterborough Public Health,Rubella,10,2023-2024,96
Peterborough Public Health,Rubella,11,2023-2024,96.4
Peterborough Public Health,Rubella,12,2023-2024,96.6
Peterborough Public Health,Rubella,13,2023-2024,97
Peterborough Public Health,Rubella,14,2023-2024,96.1
Peterborough Public Health,Rubella,15,2023-2024,96.8
Peterborough Public Health,Rubella,16,2023-2024,96.2
Peterborough Public Health,Tetanus,5,2023-2024,52
Peterborough Public Health,Tetanus,6,2023-2024,58.8
Peterborough Public Health,Tetanus,8,2023-2024,71.6
Peterborough Public Health,Tetanus,9,2023-2024,88.1
Peterborough Public Health,Tetanus,10,2023-2024,80.8
Peterborough Public Health,Tetanus,11,2023-2024,82.6
Peterborough Public Health,Tetanus,12,2023-2024,93
Peterborough Public Health,Tetanus,13,2023-2024,93.7
Peterborough Public Health,Tetanus,14,2023-2024,71
Peterborough Public Health,Tetanus,15,2023-2024,80.9
Peterborough Public Health,Tetanus,16,2023-2024,58
Peterborough Public Health,Varicella,5,2023-2024,48.9
Peterborough Public Health,Varicella,6,2023-2024,57.2
Peterborough Public Health,Varicella,8,2023-2024,70.5
Peterborough Public Health,Varicella,9,2023-2024,86.6
Peterborough Public Health,Varicella,10,2023-2024,78.7
Peterborough Public Health,Varicella,11,2023-2024,80.6
Peterborough Public Health,Varicella,12,2023-2024,92.7
Porcupine Health Unit,HepB,12,2023-2024,69.7
Porcupine Health Unit,HPV,12,2023-2024,65.6
Porcupine Health Unit,HPV,17,2023-2024,74.5
Porcupine Health Unit,Rota,7,2023-2024,75.8
Porcupine Health Unit,Diphtheria,17,2023-2024,83.1
Porcupine Health Unit,HepB,17,2023-2024,82.3
Porcupine Health Unit,MCV4,12,2023-2024,83.4
Porcupine Health Unit,Pertussis,17,2023-2024,83
Porcupine Health Unit,Tetanus,17,2023-2024,83.1
Porcupine Health Unit,Diphtheria,7,2023-2024,90.8
Porcupine Health Unit,Hib,7,2023-2024,85.5
Porcupine Health Unit,Measles,7,2023-2024,91.1
Porcupine Health Unit,Mumps,7,2023-2024,91
Porcupine Health Unit,Pertussis,7,2023-2024,90.8
Porcupine Health Unit,Pneumo,7,2023-2024,88.4
Porcupine Health Unit,Polio,7,2023-2024,91.2
Porcupine Health Unit,Tetanus,7,2023-2024,90.8
Porcupine Health Unit,Varicella,7,2023-2024,89.9
Porcupine Health Unit,MCV4,17,2023-2024,95.3
Porcupine Health Unit,MCC,7,2023-2024,95.4
Porcupine Health Unit,Measles,17,2023-2024,97.9
Porcupine Health Unit,Mumps,17,2023-2024,97.9
Porcupine Health Unit,Polio,17,2023-2024,96
Porcupine Health Unit,Rubella,7,2023-2024,96.3
Porcupine Health Unit,Rubella,17,2023-2024,98.4
Porcupine Health Unit,Diphtheria,5,2023-2024,77.2
Porcupine Health Unit,Diphtheria,6,2023-2024,83.8
Porcupine Health Unit,Diphtheria,8,2023-2024,92.6
Porcupine Health Unit,Diphtheria,9,2023-2024,93.8
Porcupine Health Unit,Diphtheria,10,2023-2024,93.9
Porcupine Health Unit,Diphtheria,11,2023-2024,95.6
Porcupine Health Unit,Diphtheria,12,2023-2024,95.7
Porcupine Health Unit,Diphtheria,13,2023-2024,95.3
Porcupine Health Unit,Diphtheria,14,2023-2024,67.4
Porcupine Health Unit,Diphtheria,15,2023-2024,77.6
Porcupine Health Unit,Diphtheria,16,2023-2024,86.4
Porcupine Health Unit,HepB,13,2023-2024,69.6
Porcupine Health Unit,HepB,14,2023-2024,66.2
Porcupine Health Unit,HepB,15,2023-2024,72.6
Porcupine Health Unit,HepB,16,2023-2024,79.5
Porcupine Health Unit,Hib,5,2023-2024,82.3
Porcupine Health Unit,Hib,6,2023-2024,82.9
Porcupine Health Unit,Hib,8,2023-2024,85
Porcupine Health Unit,Hib,9,2023-2024,88.4
Porcupine Health Unit,Hib,10,2023-2024,86.5
Porcupine Health Unit,Hib,11,2023-2024,83.5
Porcupine Health Unit,Hib,12,2023-2024,86
Porcupine Health Unit,HPV,13,2023-2024,66.2
Porcupine Health Unit,HPV,14,2023-2024,61.8
Porcupine Health Unit,HPV,15,2023-2024,65.8
Porcupine Health Unit,HPV,16,2023-2024,72.1
Porcupine Health Unit,MCC,5,2023-2024,95
Porcupine Health Unit,MCC,6,2023-2024,95.3
Porcupine Health Unit,MCC,8,2023-2024,96.1
Porcupine Health Unit,MCC,9,2023-2024,97.3
Porcupine Health Unit,MCC,10,2023-2024,96.1
Porcupine Health Unit,MCC,11,2023-2024,96.1
Porcupine Health Unit,MCC,12,2023-2024,97.3
Porcupine Health Unit,MCV4,13,2023-2024,90.2
Porcupine Health Unit,MCV4,14,2023-2024,92.6
Porcupine Health Unit,MCV4,15,2023-2024,92.6
Porcupine Health Unit,MCV4,16,2023-2024,95.9
Porcupine Health Unit,Measles,5,2023-2024,77.4
Porcupine Health Unit,Measles,6,2023-2024,84
Porcupine Health Unit,Measles,8,2023-2024,92.8
Porcupine Health Unit,Measles,9,2023-2024,94.1
Porcupine Health Unit,Measles,10,2023-2024,94.1
Porcupine Health Unit,Measles,11,2023-2024,95.3
Porcupine Health Unit,Measles,12,2023-2024,96.3
Porcupine Health Unit,Measles,13,2023-2024,95.5
Porcupine Health Unit,Measles,14,2023-2024,96.1
Porcupine Health Unit,Measles,15,2023-2024,96.6
Porcupine Health Unit,Measles,16,2023-2024,98.2
Porcupine Health Unit,Mumps,5,2023-2024,77
Porcupine Health Unit,Mumps,6,2023-2024,84
Porcupine Health Unit,Mumps,8,2023-2024,92.8
Porcupine Health Unit,Mumps,9,2023-2024,94.1
Porcupine Health Unit,Mumps,10,2023-2024,93.9
Porcupine Health Unit,Mumps,11,2023-2024,95.3
Porcupine Health Unit,Mumps,12,2023-2024,96.3
Porcupine Health Unit,Mumps,13,2023-2024,95.5
Porcupine Health Unit,Mumps,14,2023-2024,96.1
Porcupine Health Unit,Mumps,15,2023-2024,96.5
Porcupine Health Unit,Mumps,16,2023-2024,98.2
Porcupine Health Unit,Pertussis,5,2023-2024,77.2
Porcupine Health Unit,Pertussis,6,2023-2024,83.8
Porcupine Health Unit,Pertussis,8,2023-2024,92.5
Porcupine Health Unit,Pertussis,9,2023-2024,93.8
Porcupine Health Unit,Pertussis,10,2023-2024,93.8
Porcupine Health Unit,Pertussis,11,2023-2024,95.5
Porcupine Health Unit,Pertussis,12,2023-2024,95.7
Porcupine Health Unit,Pertussis,13,2023-2024,95.3
Porcupine Health Unit,Pertussis,14,2023-2024,67.1
Porcupine Health Unit,Pertussis,15,2023-2024,77.3
Porcupine Health Unit,Pertussis,16,2023-2024,86.2
Porcupine Health Unit,Pneumo,5,2023-2024,87
Porcupine Health Unit,Pneumo,6,2023-2024,87.5
Porcupine Health Unit,Pneumo,8,2023-2024,90
Porcupine Health Unit,Pneumo,9,2023-2024,90.6
Porcupine Health Unit,Pneumo,10,2023-2024,88.3
Porcupine Health Unit,Pneumo,11,2023-2024,88
Porcupine Health Unit,Pneumo,12,2023-2024,86.9
Porcupine Health Unit,Polio,5,2023-2024,78.1
Porcupine Health Unit,Polio,6,2023-2024,85.1
Porcupine Health Unit,Polio,8,2023-2024,93.1
Porcupine Health Unit,Polio,9,2023-2024,94
Porcupine Health Unit,Polio,10,2023-2024,94.4
Porcupine Health Unit,Polio,11,2023-2024,95.7
Porcupine Health Unit,Polio,12,2023-2024,96.1
Porcupine Health Unit,Polio,13,2023-2024,95.5
Porcupine Health Unit,Polio,14,2023-2024,95.2
Porcupine Health Unit,Polio,15,2023-2024,95.5
Porcupine Health Unit,Polio,16,2023-2024,97
Porcupine Health Unit,Rota,5,2023-2024,70
Porcupine Health Unit,Rota,6,2023-2024,76.4
Porcupine Health Unit,Rubella,5,2023-2024,96
Porcupine Health Unit,Rubella,6,2023-2024,95.9
Porcupine Health Unit,Rubella,8,2023-2024,96.8
Porcupine Health Unit,Rubella,9,2023-2024,97.4
Porcupine Health Unit,Rubella,10,2023-2024,96.3
Porcupine Health Unit,Rubella,11,2023-2024,96.3
Porcupine Health Unit,Rubella,12,2023-2024,97.7
Porcupine Health Unit,Rubella,13,2023-2024,97.1
Porcupine Health Unit,Rubella,14,2023-2024,97.3
Porcupine Health Unit,Rubella,15,2023-2024,97.8
Porcupine Health Unit,Rubella,16,2023-2024,98.9
Porcupine Health Unit,Tetanus,5,2023-2024,77.2
Porcupine Health Unit,Tetanus,6,2023-2024,83.8
Porcupine Health Unit,Tetanus,8,2023-2024,92.6
Porcupine Health Unit,Tetanus,9,2023-2024,93.8
Porcupine Health Unit,Tetanus,10,2023-2024,93.9
Porcupine Health Unit,Tetanus,11,2023-2024,95.6
Porcupine Health Unit,Tetanus,12,2023-2024,95.7
Porcupine Health Unit,Tetanus,13,2023-2024,95.3
Porcupine Health Unit,Tetanus,14,2023-2024,67.4
Porcupine Health Unit,Tetanus,15,2023-2024,77.6
Porcupine Health Unit,Tetanus,16,2023-2024,86.4
Porcupine Health Unit,Varicella,5,2023-2024,76.2
Porcupine Health Unit,Varicella,6,2023-2024,82.1
Porcupine Health Unit,Varicella,8,2023-2024,91.6
Porcupine Health Unit,Varicella,9,2023-2024,93.8
Porcupine Health Unit,Varicella,10,2023-2024,93.2
Porcupine Health Unit,Varicella,11,2023-2024,93.6
Porcupine Health Unit,Varicella,12,2023-2024,94.4
Renfrew County and District Health Unit,HepB,12,2023-2024,68.9
Renfrew County and District Health Unit,HPV,12,2023-2024,63.1
Renfrew County and District Health Unit,Diphtheria,17,2023-2024,79.2
Renfrew County and District Health Unit,HPV,17,2023-2024,75.7
Renfrew County and District Health Unit,Pertussis,17,2023-2024,79
Renfrew County and District Health Unit,Tetanus,17,2023-2024,79.2
Renfrew County and District Health Unit,Diphtheria,7,2023-2024,82.5
Renfrew County and District Health Unit,Measles,7,2023-2024,82.5
Renfrew County and District Health Unit,Mumps,7,2023-2024,82.5
Renfrew County and District Health Unit,Pertussis,7,2023-2024,82.4
Renfrew County and District Health Unit,Polio,7,2023-2024,82.4
Renfrew County and District Health Unit,Rota,7,2023-2024,75.8
Renfrew County and District Health Unit,Tetanus,7,2023-2024,82.5
Renfrew County and District Health Unit,Varicella,7,2023-2024,81.9
Renfrew County and District Health Unit,HepB,17,2023-2024,80.5
Renfrew County and District Health Unit,MCV4,12,2023-2024,82.4
Renfrew County and District Health Unit,Hib,7,2023-2024,89.3
Renfrew County and District Health Unit,MCC,7,2023-2024,93.1
Renfrew County and District Health Unit,Pneumo,7,2023-2024,88.7
Renfrew County and District Health Unit,Rubella,7,2023-2024,94
Renfrew County and District Health Unit,MCV4,17,2023-2024,95.2
Renfrew County and District Health Unit,Measles,17,2023-2024,97.3
Renfrew County and District Health Unit,Mumps,17,2023-2024,97.3
Renfrew County and District Health Unit,Polio,17,2023-2024,95.8
Renfrew County and District Health Unit,Rubella,17,2023-2024,97.7
Renfrew County and District Health Unit,Diphtheria,5,2023-2024,52.9
Renfrew County and District Health Unit,Diphtheria,6,2023-2024,67.9
Renfrew County and District Health Unit,Diphtheria,8,2023-2024,83.4
Renfrew County and District Health Unit,Diphtheria,9,2023-2024,87.6
Renfrew County and District Health Unit,Diphtheria,10,2023-2024,88.7
Renfrew County and District Health Unit,Diphtheria,11,2023-2024,94
Renfrew County and District Health Unit,Diphtheria,12,2023-2024,96.7
Renfrew County and District Health Unit,Diphtheria,13,2023-2024,96.2
Renfrew County and District Health Unit,Diphtheria,14,2023-2024,77.4
Renfrew County and District Health Unit,Diphtheria,15,2023-2024,78.3
Renfrew County and District Health Unit,Diphtheria,16,2023-2024,79.2
Renfrew County and District Health Unit,HepB,13,2023-2024,73.7
Renfrew County and District Health Unit,HepB,14,2023-2024,68.9
Renfrew County and District Health Unit,HepB,15,2023-2024,66
Renfrew County and District Health Unit,HepB,16,2023-2024,64.7
Renfrew County and District Health Unit,Hib,5,2023-2024,83.2
Renfrew County and District Health Unit,Hib,6,2023-2024,84.1
Renfrew County and District Health Unit,Hib,8,2023-2024,90.5
Renfrew County and District Health Unit,Hib,9,2023-2024,92.1
Renfrew County and District Health Unit,Hib,10,2023-2024,92
Renfrew County and District Health Unit,Hib,11,2023-2024,91.3
Renfrew County and District Health Unit,Hib,12,2023-2024,90.1
Renfrew County and District Health Unit,HPV,13,2023-2024,68.4
Renfrew County and District Health Unit,HPV,14,2023-2024,64.9
Renfrew County and District Health Unit,HPV,15,2023-2024,61.7
Renfrew County and District Health Unit,HPV,16,2023-2024,61.1
Renfrew County and District Health Unit,MCC,5,2023-2024,89.2
Renfrew County and District Health Unit,MCC,6,2023-2024,90.2
Renfrew County and District Health Unit,MCC,8,2023-2024,94.3
Renfrew County and District Health Unit,MCC,9,2023-2024,96.6
Renfrew County and District Health Unit,MCC,10,2023-2024,96.4
Renfrew County and District Health Unit,MCC,11,2023-2024,96.5
Renfrew County and District Health Unit,MCC,12,2023-2024,97.5
Renfrew County and District Health Unit,MCV4,13,2023-2024,88.8
Renfrew County and District Health Unit,MCV4,14,2023-2024,92.1
Renfrew County and District Health Unit,MCV4,15,2023-2024,90.2
Renfrew County and District Health Unit,MCV4,16,2023-2024,93.4
Renfrew County and District Health Unit,Measles,5,2023-2024,53.2
Renfrew County and District Health Unit,Measles,6,2023-2024,68.4
Renfrew County and District Health Unit,Measles,8,2023-2024,84.3
Renfrew County and District Health Unit,Measles,9,2023-2024,87.8
Renfrew County and District Health Unit,Measles,10,2023-2024,89.5
Renfrew County and District Health Unit,Measles,11,2023-2024,93.9
Renfrew County and District Health Unit,Measles,12,2023-2024,96.1
Renfrew County and District Health Unit,Measles,13,2023-2024,96.8
Renfrew County and District Health Unit,Measles,14,2023-2024,97.2
Renfrew County and District Health Unit,Measles,15,2023-2024,95.6
Renfrew County and District Health Unit,Measles,16,2023-2024,96.9
Renfrew County and District Health Unit,Mumps,5,2023-2024,53.2
Renfrew County and District Health Unit,Mumps,6,2023-2024,68.4
Renfrew County and District Health Unit,Mumps,8,2023-2024,84.1
Renfrew County and District Health Unit,Mumps,9,2023-2024,87.8
Renfrew County and District Health Unit,Mumps,10,2023-2024,89.5
Renfrew County and District Health Unit,Mumps,11,2023-2024,93.9
Renfrew County and District Health Unit,Mumps,12,2023-2024,96
Renfrew County and District Health Unit,Mumps,13,2023-2024,96.8
Renfrew County and District Health Unit,Mumps,14,2023-2024,97.2
Renfrew County and District Health Unit,Mumps,15,2023-2024,95.5
Renfrew County and District Health Unit,Mumps,16,2023-2024,96.8
Renfrew County and District Health Unit,Pertussis,5,2023-2024,52.9
Renfrew County and District Health Unit,Pertussis,6,2023-2024,67.9
Renfrew County and District Health Unit,Pertussis,8,2023-2024,83.4
Renfrew County and District Health Unit,Pertussis,9,2023-2024,87.6
Renfrew County and District Health Unit,Pertussis,10,2023-2024,88.6
Renfrew County and District Health Unit,Pertussis,11,2023-2024,94
Renfrew County and District Health Unit,Pertussis,12,2023-2024,96.7
Renfrew County and District Health Unit,Pertussis,13,2023-2024,96.2
Renfrew County and District Health Unit,Pertussis,14,2023-2024,77.4
Renfrew County and District Health Unit,Pertussis,15,2023-2024,78.2
Renfrew County and District Health Unit,Pertussis,16,2023-2024,79.1
Renfrew County and District Health Unit,Pneumo,5,2023-2024,85.5
Renfrew County and District Health Unit,Pneumo,6,2023-2024,86
Renfrew County and District Health Unit,Pneumo,8,2023-2024,89.6
Renfrew County and District Health Unit,Pneumo,9,2023-2024,90.9
Renfrew County and District Health Unit,Pneumo,10,2023-2024,89.1
Renfrew County and District Health Unit,Pneumo,11,2023-2024,88.4
Renfrew County and District Health Unit,Pneumo,12,2023-2024,84.6
Renfrew County and District Health Unit,Polio,5,2023-2024,52.9
Renfrew County and District Health Unit,Polio,6,2023-2024,67.9
Renfrew County and District Health Unit,Polio,8,2023-2024,83.6
Renfrew County and District Health Unit,Polio,9,2023-2024,87.7
Renfrew County and District Health Unit,Polio,10,2023-2024,89.1
Renfrew County and District Health Unit,Polio,11,2023-2024,94.2
Renfrew County and District Health Unit,Polio,12,2023-2024,96.7
Renfrew County and District Health Unit,Polio,13,2023-2024,96.3
Renfrew County and District Health Unit,Polio,14,2023-2024,97.2
Renfrew County and District Health Unit,Polio,15,2023-2024,95.7
Renfrew County and District Health Unit,Polio,16,2023-2024,95.8
Renfrew County and District Health Unit,Rota,5,2023-2024,70.7
Renfrew County and District Health Unit,Rota,6,2023-2024,75.8
Renfrew County and District Health Unit,Rubella,5,2023-2024,90.9
Renfrew County and District Health Unit,Rubella,6,2023-2024,91.9
Renfrew County and District Health Unit,Rubella,8,2023-2024,95.4
Renfrew County and District Health Unit,Rubella,9,2023-2024,97.1
Renfrew County and District Health Unit,Rubella,10,2023-2024,97.4
Renfrew County and District Health Unit,Rubella,11,2023-2024,97.3
Renfrew County and District Health Unit,Rubella,12,2023-2024,97.7
Renfrew County and District Health Unit,Rubella,13,2023-2024,97.6
Renfrew County and District Health Unit,Rubella,14,2023-2024,97.9
Renfrew County and District Health Unit,Rubella,15,2023-2024,97.2
Renfrew County and District Health Unit,Rubella,16,2023-2024,97.5
Renfrew County and District Health Unit,Tetanus,5,2023-2024,52.9
Renfrew County and District Health Unit,Tetanus,6,2023-2024,67.9
Renfrew County and District Health Unit,Tetanus,8,2023-2024,83.4
Renfrew County and District Health Unit,Tetanus,9,2023-2024,87.6
Renfrew County and District Health Unit,Tetanus,10,2023-2024,88.7
Renfrew County and District Health Unit,Tetanus,11,2023-2024,94
Renfrew County and District Health Unit,Tetanus,12,2023-2024,96.7
Renfrew County and District Health Unit,Tetanus,13,2023-2024,96.2
Renfrew County and District Health Unit,Tetanus,14,2023-2024,77.4
Renfrew County and District Health Unit,Tetanus,15,2023-2024,78.3
Renfrew County and District Health Unit,Tetanus,16,2023-2024,79.2
Renfrew County and District Health Unit,Varicella,5,2023-2024,51.9
Renfrew County and District Health Unit,Varicella,6,2023-2024,66.8
Renfrew County and District Health Unit,Varicella,8,2023-2024,82.9
Renfrew County and District Health Unit,Varicella,9,2023-2024,86.7
Renfrew County and District Health Unit,Varicella,10,2023-2024,87.4
Renfrew County and District Health Unit,Varicella,11,2023-2024,92.6
Renfrew County and District Health Unit,Varicella,12,2023-2024,94.9
Eastern Ontario Health Unit,HepB,12,2023-2024,58.1
Eastern Ontario Health Unit,HPV,12,2023-2024,50.5
Eastern Ontario Health Unit,HPV,17,2023-2024,61.1
Eastern Ontario Health Unit,Diphtheria,17,2023-2024,73.7
Eastern Ontario Health Unit,HepB,17,2023-2024,70.1
Eastern Ontario Health Unit,MCV4,12,2023-2024,73.5
Eastern Ontario Health Unit,Pertussis,17,2023-2024,73.7
Eastern Ontario Health Unit,Tetanus,17,2023-2024,73.7
Eastern Ontario Health Unit,Hib,7,2023-2024,84.4
Eastern Ontario Health Unit,Rota,7,2023-2024,80.4
Eastern Ontario Health Unit,MCV4,17,2023-2024,89.7
Eastern Ontario Health Unit,Diphtheria,7,2023-2024,88.9
Eastern Ontario Health Unit,MCC,7,2023-2024,93.4
Eastern Ontario Health Unit,Measles,7,2023-2024,89.4
Eastern Ontario Health Unit,Mumps,7,2023-2024,89.3
Eastern Ontario Health Unit,Pertussis,7,2023-2024,88.9
